,Journey_day,Journey_month,dep_hour,dep_minute,arr_hour,arr_minute,duration_hours,duration_mins,Total_Stop_n,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
468,9,5,14,15,16,45,2,30,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469,3,3,6,55,23,20,16,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,9,5,20,20,18,50,22,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
471,6,5,8,25,9,20,24,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,18,3,5,15,7,35,2,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
473,27,6,7,5,19,15,12,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
474,6,3,8,25,19,15,10,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
475,12,6,10,35,21,0,10,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
476,1,6,11,30,14,5,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
477,12,3,17,15,19,55,2,40,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,1,4,20,0,23,35,27,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,12,5,20,25,22,5,25,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,9,5,8,45,21,0,12,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
481,15,6,14,0,1,30,11,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
482,27,6,12,50,1,30,12,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
483,6,3,7,45,13,40,5,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
484,24,3,5,50,21,50,16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,15,5,17,50,1,30,7,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
486,24,5,21,10,10,5,12,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
487,12,6,11,55,22,30,10,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
488,9,5,9,0,19,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
489,9,5,9,35,18,0,8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490,9,3,7,20,12,30,5,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
491,12,6,9,25,17,20,31,55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,1,6,11,30,19,0,7,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
493,1,6,19,45,4,25,8,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
494,24,6,14,45,17,5,2,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
495,18,3,14,40,17,5,2,25,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
496,9,5,13,25,12,35,23,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
497,27,6,9,40,12,35,26,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
498,24,3,16,55,19,45,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,12,5,8,25,18,15,9,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500,9,4,6,50,12,10,5,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
501,9,5,21,25,12,35,15,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
502,18,5,17,30,1,30,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
503,27,6,10,55,7,40,20,45,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
504,21,6,7,55,10,15,2,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
505,12,6,18,55,16,20,21,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,9,6,2,15,12,35,10,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
507,12,3,22,55,9,30,10,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,9,5,19,55,22,25,2,30,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,21,3,8,0,19,10,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,21,3,5,0,19,15,38,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
511,9,3,15,55,21,55,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
512,24,3,20,30,23,20,2,50,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
513,3,5,16,55,18,25,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
514,18,5,2,15,12,35,10,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
515,6,3,4,55,21,20,16,25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
516,27,3,7,35,21,20,13,45,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
517,9,5,15,45,22,5,6,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
518,12,5,15,30,18,5,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
519,9,6,22,20,0,40,2,20,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
520,21,4,18,5,21,10,3,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
521,9,3,8,0,21,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
522,21,3,18,55,21,45,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,27,6,13,0,19,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
524,6,6,5,30,4,25,22,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
525,6,6,20,0,20,45,24,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
526,3,4,20,5,21,40,1,35,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
527,21,3,18,45,19,15,24,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
528,24,6,6,0,8,45,2,45,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
529,6,5,22,45,0,15,1,30,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
530,6,6,8,35,16,10,7,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
531,9,3,8,20,18,50,34,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
532,15,6,16,10,22,30,6,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
533,1,6,14,35,4,25,13,50,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,18,5,9,45,12,35,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
535,24,6,19,15,12,35,17,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
536,1,5,16,30,23,35,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
537,6,6,18,55,18,15,23,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,9,6,11,10,13,55,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,15,3,23,25,2,10,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,18,4,10,0,12,45,2,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
541,24,3,14,40,17,5,2,25,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
542,6,5,20,45,6,35,9,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
543,21,6,20,5,21,40,1,35,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
544,6,3,21,50,19,45,21,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
545,6,6,9,0,19,15,10,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
546,1,4,18,55,21,50,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
547,9,6,8,45,21,0,12,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
548,9,5,16,30,23,35,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
549,9,6,20,45,23,20,2,35,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,27,5,7,5,8,30,1,25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
551,18,5,4,55,19,0,14,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
552,27,3,21,5,0,20,3,15,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
553,6,5,15,55,21,25,5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
554,18,5,16,45,16,15,23,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
555,24,3,7,10,12,35,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
556,6,6,20,5,21,40,1,35,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
557,15,3,13,10,14,30,1,20,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
558,21,5,4,0,6,50,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
559,18,6,21,10,0,5,2,55,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
560,18,5,18,15,19,0,24,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
561,3,6,20,0,7,40,11,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
562,9,5,8,35,16,10,7,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
563,12,5,16,50,13,45,20,55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
564,9,3,18,5,21,10,3,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
565,27,3,19,45,19,15,23,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
566,12,6,21,25,19,0,21,35,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
567,3,4,19,50,22,50,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,27,5,15,15,1,30,10,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
569,21,6,7,10,10,10,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
570,6,3,4,0,13,20,9,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
571,21,5,7,35,18,10,10,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
572,3,6,12,30,9,25,20,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
573,15,3,9,45,15,55,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,6,5,20,25,9,45,13,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,21,3,16,55,7,40,14,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,18,5,5,55,19,15,13,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
577,24,3,13,55,12,0,22,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
578,1,4,14,5,23,35,9,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
579,21,3,16,55,23,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,24,3,19,40,22,20,2,40,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
581,6,6,8,0,21,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
582,18,5,8,25,20,45,12,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,6,6,6,40,19,0,12,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
584,24,6,4,55,21,0,16,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
585,18,3,14,5,23,0,8,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,1,6,19,0,1,30,6,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
587,24,5,16,55,18,25,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
588,3,3,22,20,1,10,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,18,6,21,0,23,50,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
590,18,3,5,35,8,50,3,15,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
591,18,5,11,25,19,0,7,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
592,3,6,2,55,4,20,1,25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
593,18,5,13,0,21,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
594,21,3,16,40,19,15,26,35,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
595,9,6,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
596,27,5,21,50,4,25,6,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
597,6,6,11,25,1,30,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
598,12,5,8,35,17,15,8,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
599,18,5,14,25,19,35,5,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
600,12,5,20,20,18,50,22,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
601,9,5,8,0,19,15,11,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
602,18,5,11,30,19,0,7,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
603,15,6,21,0,23,50,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
604,12,3,7,5,9,20,2,15,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
605,6,3,10,0,1,35,15,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
606,21,3,17,25,23,15,5,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
607,6,6,6,30,12,0,5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
608,12,6,7,15,12,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
609,27,3,13,5,9,25,20,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
610,18,5,20,30,20,25,23,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,15,4,7,35,12,10,4,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
612,12,6,22,50,4,25,5,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
613,9,6,21,10,9,20,12,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
614,9,3,19,5,20,30,1,25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
615,1,4,6,20,10,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,27,6,13,20,16,10,2,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
617,1,6,19,35,21,5,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
618,18,5,17,0,18,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
619,21,5,20,25,10,55,14,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620,18,5,18,15,1,30,7,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
621,15,6,4,55,21,0,16,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
622,21,5,13,0,19,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
623,15,6,6,5,11,20,5,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
624,1,3,8,55,19,10,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
625,3,3,9,0,21,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
626,12,6,17,0,18,50,25,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
627,1,5,12,0,13,30,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
628,15,5,6,30,4,40,22,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
629,6,5,20,5,21,40,1,35,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
630,1,6,9,0,11,25,2,25,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
631,12,5,15,15,20,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,3,3,10,45,21,0,10,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
633,9,3,20,50,4,25,7,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
634,12,5,8,25,4,40,20,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
635,24,3,7,0,1,20,18,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
636,21,5,20,20,22,55,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
637,6,3,8,55,19,10,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,9,5,10,35,21,0,10,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
639,18,5,18,5,21,10,3,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
640,3,3,4,45,18,50,14,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
641,9,6,8,35,22,30,13,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
642,3,3,11,20,15,25,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,9,4,6,15,10,20,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
644,21,3,16,0,4,25,12,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
645,9,6,13,5,22,30,9,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
646,24,6,9,45,12,0,2,15,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
647,1,3,6,40,12,35,5,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
648,27,6,13,0,21,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
649,24,3,17,0,19,45,2,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
650,6,6,20,20,10,45,14,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
651,27,3,18,15,19,45,25,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
652,9,6,4,55,11,30,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
653,3,4,19,35,23,15,3,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,24,6,10,20,12,55,2,35,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
655,9,5,12,0,21,50,9,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,15,4,1,30,4,15,2,45,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
657,15,6,8,0,19,15,11,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
658,15,5,11,35,18,50,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
659,1,4,11,35,18,50,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
660,21,5,8,25,16,20,7,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
661,21,6,9,35,12,20,2,45,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,6,3,8,0,0,45,16,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,27,4,7,15,12,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
664,21,3,19,10,4,25,33,15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
665,6,5,7,45,10,40,2,55,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
666,15,6,5,15,6,50,25,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
667,1,3,19,35,21,55,2,20,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
668,12,6,7,55,13,25,5,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
669,21,5,20,55,23,40,2,45,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
670,3,3,5,50,18,40,12,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671,24,5,13,20,16,10,2,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
672,1,6,18,5,21,10,3,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
673,21,3,5,15,7,40,26,25,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
674,12,6,18,55,8,15,13,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
675,12,6,17,0,10,55,17,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,21,3,8,30,11,30,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
677,18,3,22,50,23,0,24,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
678,3,6,21,25,0,5,2,40,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
679,21,3,13,20,7,40,18,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
680,15,5,10,0,16,15,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
681,24,6,8,45,21,0,12,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
682,12,6,19,35,23,15,3,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
683,27,6,13,25,19,0,29,35,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
684,15,6,18,55,21,50,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
685,21,5,11,25,1,30,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
686,1,5,9,10,13,15,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
687,3,6,6,50,12,10,5,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
688,21,3,5,45,18,25,12,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,3,6,18,0,1,30,7,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
690,1,6,15,30,18,5,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
691,3,3,9,0,4,25,19,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
692,3,3,15,20,17,55,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
693,21,5,9,0,11,25,2,25,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
694,9,5,6,0,12,35,6,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
695,9,6,3,50,12,35,8,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
696,27,3,12,30,9,25,20,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
697,6,5,20,20,23,25,27,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
698,1,6,10,55,7,40,20,45,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
699,18,5,6,10,8,55,2,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700,21,5,9,25,18,20,8,55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701,12,6,15,15,20,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
702,9,5,9,15,21,0,11,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
703,9,5,16,30,8,15,15,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
